County,Alfa Romeo Tonale,Audi A3 Plug In,Audi A7 Plug In,Audi A8 Plug In,Audi Q4 Sportback e-tron,Audi Q4 e-tron,Audi Q5 Plug In,Audi Q8 Sportback e-tron,Audi Q8 e-tron,Audi RS e-tron GT,Audi e-tron,Audi e-tron GT,Audi e-tron Sportback,Azure Transit Connect,BMW 3-Series Plug in,BMW 5-Series Plug in,BMW 7-Series Plug in,BMW X3,BMW X5,BMW XM,BMW i3,BMW i3 REx,BMW i4,BMW i5,BMW i7,BMW i8,BMW iX,BYD 8TT,Bentley Bentayga Hybrid,Bentley Flying Spur Hybrid,BrightDrop EV600,Cadillac CT6,Cadillac ELR,Cadillac Lyriq,Chevrolet Blazer EV,Chevrolet Bolt EUV,Chevrolet Bolt EV,Chevrolet Silverado EV,Chevrolet Spark,Chevrolet Volt,Chrysler Pacifica,Coda EV,Dodge Hornet,E-Ride EXV,Ferrari SF90 Stradale,Fiat 500e,Fisker Karma,Fisker Ocean,Ford C-Max Energi,Ford E-Transit,Ford Escape Plug-in Hybrid,Ford F-150 Lightning,Ford Focus EV,Ford Fusion Energi,Ford Mustang Mach-E,Ford Ranger,Ford Think Neighbor,Freightliner eCascadia,GEM NEV,GMC Hummer EV Pickup,GMC Hummer EV SUV,Genesis G80 EV,Genesis GV60 EV,Genesis GV70 EV,Gillig Battery Electric Bus,GreenPower EV Star,Honda Accord Plug In,Honda Clarity Plug In,Hyundai Ioniq 5,Hyundai Ioniq 6,Hyundai Ioniq EV,Hyundai Ioniq Plug In,Hyundai Kona Electric,Hyundai Santa Fe Plug In,Hyundai Sonata Plug In,Hyundai Tucson Plug In,IC Bus CE Electric Bus,International MV60E,Jaguar I-PACE,Jaguar I-Pace,Jeep Grand Cherokee Plug In,Jeep Wrangler 4xe,Karma Revero,Kia EV6,Kia EV9,Kia Niro EV,Kia Niro Plug In,Kia Optima Plug In,Kia Sorento Plug In,Kia Soul EV,Kia Sportage Plug-In,Land Rover Range Rover Plug In,Lexus NX 450h+,Lexus RZ 450e,Lexus TX 500h,Lincoln Aviator Plug In,Lincoln Corsair,Lion LionC Bus,Lucid Air,Mazda CX-90,Mazda MX-30,Mclaren P1,Mercedes B-Class Electric,Mercedes C350e Plug In,Mercedes EQB,Mercedes EQE,Mercedes EQE SUV,Mercedes EQS,Mercedes EQS SUV,Mercedes GLC 350e Hybrid,Mercedes GLE 450e,Mercedes GLE55e,Mercedes S550e,Mercedes S560e,Mercedes S580e,Miles ZX40ST,Mini Cooper SE Countryman,Mini Cooper SE Hardtop 2 Door,Mitsubishi Outlander Plug In,Mitsubishi i,New Flyer Xcelsior CHARGE,Nissan Ariya,Nissan Leaf,Orange EV T-Series N Standard Duty,Peterbilt 220EV,Peterbilt 579EV,Polestar 1,Polestar 2,Porsche 918 Spyder,Porsche Cayenne S E-Hybrid,Porsche Panamera S E-Hybrid,Porsche Panamera Turbo S E-Hybrid,Porsche Taycan,Rivian EDV,Rivian R1S,Rivian R1T,Rolls Royce Spectre,Smart EQ ForTwo,Smart forTwo EV,Smart forTwo EV Cabrio,Smith EV,Subaru Crosstrek Hybrid,Subaru Solterra,Tesla Cybertruck,Tesla Model 3,Tesla Model S,Tesla Model X,Tesla Model Y,Tesla Roadster,Tesla Semi,Toyota BZ4X,Toyota Prius Plug-in,Toyota Prius Prime,Toyota RAV4 EV,Toyota RAV4 Prime,Volkswagen ID.4,Volkswagen e-Golf,Volvo C40 Recharge,Volvo S60 Plug In,Volvo S90 Plug In,Volvo Trucks VNR Electric Truck,Volvo V60 Plug In,Volvo XC40 Recharge,Volvo XC60 Plug-In,Volvo XC90 Plug-In,Wheego Life,Workhorse E-GEN Van,Xos MDXT,Grand Total
Gillespie,,,,,,,2.0,,,,2.0,1.0,,,,,,,1.0,,2.0,,,,,2.0,,,,,,,,,,2.0,3.0,,,4.0,3.0,,,,,,,,1.0,,4.0,7.0,,4.0,8.0,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,1.0,1.0,6.0,,1.0,,,,,1.0,,,2.0,,,,3.0,1.0,,,1.0,,,,,1.0,,,2.0,,,,,,,,,,3.0,,,,,1.0,,,,,,,,1.0,,1.0,,3.0,3.0,,,,,,,,,32.0,11.0,12.0,27.0,,,1.0,,3.0,,2.0,1.0,,1.0,,,,,,2.0,2.0,,,,174.0
Goliad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,5.0
Gonzales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,3.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,5.0,1.0,,5.0,,,,,2.0,,,,,,,,,,,,,,,,25.0
Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,2.0,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2.0,1.0,4.0,,,,,,,2.0,,,,,,,,,,,,,,25.0
Grayson,,1.0,,,1.0,1.0,1.0,,,,1.0,1.0,,,2.0,5.0,,,2.0,,2.0,4.0,3.0,1.0,,,,,,,,,,4.0,,18.0,20.0,,1.0,27.0,16.0,,,,,2.0,1.0,,9.0,,4.0,10.0,1.0,19.0,18.0,,,,,1.0,1.0,,,,,,,5.0,3.0,,1.0,2.0,,1.0,,2.0,,,,,8.0,22.0,,6.0,,4.0,1.0,,1.0,,,,,,,4.0,1.0,,2.0,,,,,1.0,1.0,,,1.0,,,,,,,,,,,2.0,,,3.0,15.0,,,,,3.0,,,1.0,,,,1.0,1.0,,,,,,,2.0,3.0,140.0,38.0,9.0,98.0,,,,3.0,8.0,,3.0,7.0,,,,1.0,,,1.0,1.0,2.0,,,,585.0
Gregg,,,,,,,,,,,,,1.0,,2.0,3.0,,,5.0,,,1.0,1.0,,,1.0,1.0,,,,,1.0,,3.0,,3.0,10.0,,,9.0,7.0,,,,,1.0,,,1.0,,1.0,8.0,,7.0,12.0,,,,,,1.0,,,,,,,3.0,,,,,,,,,,,,,15.0,16.0,,4.0,,3.0,1.0,,1.0,,,,,,,2.0,,,2.0,2.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,13.0,,,,6.0,,,,,,,1.0,,,7.0,,,2.0,,,2.0,,,1.0,,,63.0,24.0,10.0,58.0,,,1.0,,7.0,,5.0,3.0,,1.0,1.0,,,,,1.0,5.0,,,,342.0
Grimes,,,,,,1.0,,,,,,,1.0,,1.0,,,,2.0,,3.0,,,,,,,,,,,,,1.0,,,4.0,,,2.0,,,,,,,,,,,,3.0,,1.0,3.0,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,1.0,7.0,,1.0,,,2.0,,1.0,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,1.0,,1.0,,,,3.0,,,,,,,,,,,,,1.0,,,,,,,,,12.0,7.0,4.0,15.0,,,,,1.0,,,,,,,,,,,1.0,,,,,86.0
Guadalupe,,1.0,1.0,,1.0,8.0,3.0,,3.0,,8.0,4.0,2.0,,7.0,4.0,1.0,1.0,9.0,,2.0,2.0,4.0,1.0,,,2.0,,,,,,1.0,2.0,,13.0,21.0,,,25.0,18.0,,,,,2.0,,,3.0,,6.0,17.0,2.0,16.0,30.0,,,,,,,,,,,,,3.0,7.0,2.0,,2.0,2.0,1.0,1.0,,,,,1.0,9.0,27.0,,2.0,,1.0,1.0,2.0,1.0,2.0,,,,,,5.0,1.0,,2.0,1.0,,,,,1.0,2.0,3.0,3.0,,1.0,1.0,,,,,,,1.0,5.0,1.0,,1.0,24.0,,,,,3.0,,3.0,1.0,,2.0,,3.0,3.0,,,1.0,,,,1.0,1.0,237.0,54.0,29.0,197.0,,,1.0,5.0,15.0,,8.0,12.0,1.0,2.0,,1.0,,,1.0,3.0,5.0,,,,925.0
Hale,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,5.0,2.0,,,,,,,,,,1.0,8.0,,2.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,2.0,3.0,,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2.0,2.0,3.0,,,,,1.0,,,1.0,,,,,,,1.0,,,,,,46.0
Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,2.0
Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,1.0,2.0,1.0,,,,1.0,,,,,,,,,,,,,,,,15.0
Hansford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
Hardeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,2.0
Hardin,,,,,,,,,,,,,,,3.0,3.0,,,1.0,,,,,,,1.0,,,,,,,,1.0,,,1.0,,,3.0,,,,,,,,,,,1.0,,,3.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,5.0,9.0,,3.0,,2.0,,,,,,,,,,3.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,2.0,1.0,,,,,,,,,31.0,3.0,3.0,17.0,,,,1.0,6.0,,3.0,1.0,,,1.0,,,,,1.0,1.0,,,,115.0
Harris,21.0,43.0,7.0,4.0,35.0,165.0,119.0,,124.0,3.0,322.0,105.0,79.0,,235.0,216.0,21.0,44.0,409.0,10.0,160.0,170.0,319.0,27.0,25.0,90.0,208.0,,3.0,4.0,,10.0,37.0,205.0,4.0,531.0,630.0,8.0,18.0,543.0,412.0,1.0,,,3.0,41.0,9.0,6.0,128.0,102.0,108.0,431.0,8.0,286.0,705.0,,2.0,,10.0,29.0,14.0,37.0,19.0,15.0,,,4.0,143.0,376.0,106.0,12.0,18.0,132.0,3.0,10.0,5.0,10.0,,,48.0,340.0,872.0,8.0,196.0,13.0,109.0,82.0,10.0,34.0,16.0,32.0,29.0,42.0,49.0,,79.0,29.0,,86.0,63.0,1.0,,6.0,7.0,204.0,88.0,168.0,376.0,,27.0,57.0,13.0,14.0,,1.0,1.0,20.0,65.0,59.0,12.0,,117.0,593.0,,,,2.0,129.0,4.0,200.0,93.0,1.0,436.0,695.0,408.0,234.0,2.0,,18.0,1.0,,10.0,38.0,7.0,8921.0,2492.0,1671.0,7785.0,10.0,,69.0,71.0,321.0,2.0,196.0,603.0,29.0,49.0,42.0,8.0,,6.0,111.0,166.0,307.0,,,,37242.0
Harrison,,1.0,,,,1.0,,,,,,,,,,1.0,,,3.0,,2.0,2.0,,,,,1.0,,,,,,,,,,1.0,,,3.0,3.0,,,,,1.0,,,,,,4.0,,4.0,4.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,2.0,6.0,,,,,1.0,,,,,,,,,4.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,4.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,26.0,16.0,9.0,23.0,1.0,,1.0,1.0,6.0,,3.0,1.0,,,,,,,,1.0,2.0,,,,143.0
Hartley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,3.0
Haskell,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,6.0
Hays,2.0,7.0,,,3.0,14.0,18.0,,8.0,,20.0,5.0,7.0,,18.0,22.0,,5.0,49.0,1.0,12.0,17.0,25.0,1.0,,4.0,10.0,,,2.0,,,1.0,9.0,1.0,48.0,69.0,,4.0,98.0,51.0,,,,2.0,3.0,,1.0,23.0,2.0,15.0,40.0,,41.0,80.0,,,,1.0,2.0,3.0,,,1.0,,,,25.0,36.0,7.0,,4.0,5.0,1.0,2.0,,,,,3.0,12.0,61.0,,15.0,,11.0,20.0,2.0,6.0,4.0,2.0,,4.0,,,7.0,6.0,,2.0,11.0,,,,1.0,8.0,6.0,2.0,7.0,,1.0,1.0,,1.0,,,,4.0,4.0,8.0,1.0,,7.0,76.0,,,,,16.0,,6.0,3.0,,15.0,45.0,38.0,42.0,,,1.0,,,4.0,4.0,3.0,722.0,174.0,105.0,649.0,1.0,,5.0,11.0,44.0,1.0,33.0,56.0,5.0,8.0,4.0,1.0,1.0,1.0,10.0,12.0,32.0,,,,3170.0
Hemphill,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,5.0
Henderson,1.0,,,,,,2.0,,,,1.0,,,,2.0,1.0,,,1.0,,1.0,,1.0,,,,1.0,,,,,,,3.0,,1.0,7.0,,,10.0,3.0,,,,,,,,4.0,,,5.0,,6.0,2.0,,,,1.0,,,,,,,,,5.0,,,,,,,1.0,,,,,,2.0,8.0,,1.0,,2.0,,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,,,,,,,1.0,,,1.0,,2.0,1.0,,,,,,,,,33.0,23.0,4.0,13.0,,,1.0,,6.0,1.0,4.0,4.0,,,,1.0,,,,1.0,1.0,,,,178.0
Hidalgo,3.0,1.0,,,2.0,11.0,11.0,,7.0,1.0,11.0,4.0,1.0,1.0,30.0,20.0,1.0,1.0,26.0,3.0,8.0,9.0,33.0,3.0,,10.0,23.0,,,,,2.0,3.0,26.0,3.0,22.0,31.0,,2.0,42.0,38.0,,3.0,,,4.0,,,10.0,7.0,10.0,60.0,1.0,16.0,83.0,1.0,,,1.0,1.0,6.0,,,1.0,,,,8.0,18.0,20.0,,,2.0,,,,,,1.0,3.0,100.0,212.0,,15.0,1.0,4.0,8.0,,1.0,1.0,3.0,5.0,5.0,12.0,,6.0,,,5.0,3.0,,,2.0,,4.0,4.0,5.0,12.0,,1.0,6.0,,,,,,3.0,2.0,8.0,,,18.0,22.0,,,,,2.0,,10.0,5.0,,14.0,,7.0,7.0,,,3.0,,,,2.0,1.0,611.0,113.0,101.0,485.0,,,3.0,7.0,30.0,,13.0,28.0,,7.0,4.0,,,,3.0,11.0,23.0,,,,2603.0
Hill,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,3.0,5.0,,,6.0,2.0,,,,,,1.0,,2.0,1.0,,,,3.0,3.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,5.0,,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,2.0,,,2.0,2.0,,,,,,,,,,,,,,,,1.0,,,,,,19.0,3.0,3.0,12.0,,,,,5.0,,2.0,,,,,,,,,,1.0,,,,93.0
Hockley,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,1.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,2.0,1.0,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,23.0
Hood,,1.0,1.0,,,1.0,3.0,,,,2.0,,,,2.0,2.0,,1.0,7.0,,,3.0,5.0,,,,1.0,,,,,,,3.0,,3.0,12.0,,,8.0,6.0,,,,,2.0,,,4.0,,3.0,4.0,,7.0,5.0,,,,,,,,,,,,,1.0,9.0,1.0,,,1.0,1.0,1.0,,,,,,2.0,18.0,,9.0,1.0,1.0,3.0,,1.0,,,,1.0,1.0,,6.0,2.0,,,1.0,,,,,,,,4.0,,,1.0,,,,,,1.0,,,,,2.0,9.0,,,,,,,1.0,,,1.0,,4.0,1.0,,,1.0,,,,,,77.0,20.0,8.0,48.0,,,,,7.0,,3.0,3.0,,,,,,,2.0,4.0,3.0,1.0,,,347.0
Hopkins,,1.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,4.0,,,2.0,3.0,,,,,,,,,,1.0,1.0,,3.0,1.0,,,,,,,,,,,,,1.0,2.0,,,,,,1.0,,,,,,,4.0,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,27.0,5.0,2.0,8.0,,,,1.0,1.0,,,2.0,1.0,,,,,,,1.0,1.0,,,,80.0
Houston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,3.0,,,4.0,,,,,,,,,,,,,,,,,,,,,14.0
Howard,,,,,,,,,,,,,,,1.0,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,1.0,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,3.0,7.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,,9.0,,,1.0,2.0,5.0,,,,,,1.0,,,,,,,,,,50.0
Hudspeth,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
Hunt,,,,,1.0,,,,,,,,,,2.0,,,,1.0,,,3.0,2.0,,,,,,,,,,,2.0,,7.0,20.0,,1.0,19.0,7.0,,,,,2.0,,,3.0,,2.0,5.0,,6.0,11.0,,,,,1.0,,,,,,,,2.0,2.0,1.0,,,1.0,,,,,,,,3.0,11.0,,,,2.0,2.0,,,1.0,,,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,1.0,6.0,,,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,1.0,,85.0,19.0,6.0,53.0,,,1.0,,12.0,,1.0,4.0,1.0,,1.0,,,,,,,,,,319.0
Hutchinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,1.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,1.0,,,,,2.0,,1.0,,,,,,,,,,,,,,18.0
Irion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Jack,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,9.0
Jackson,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,,3.0,,,,,,,,,,,1.0,,,,,,,,,,12.0
Jasper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,5.0,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,1.0,4.0,,,,1.0,1.0,,1.0,1.0,,,1.0,,,,,,,,,,32.0
Jeff Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,2.0,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,12.0
Jefferson,,1.0,,,,3.0,3.0,,,,2.0,,,,1.0,2.0,1.0,,12.0,,2.0,5.0,1.0,,1.0,2.0,2.0,,,,,,1.0,2.0,,22.0,8.0,,,14.0,13.0,,,,,2.0,1.0,,2.0,2.0,4.0,6.0,,8.0,3.0,,,,,2.0,1.0,,,1.0,,,,3.0,2.0,,,,,,,,,,,1.0,5.0,14.0,,9.0,,2.0,,1.0,,,2.0,1.0,1.0,,,7.0,1.0,,1.0,,,,,,,,3.0,5.0,,1.0,,,,,,,,,1.0,,,2.0,7.0,,,,,,,,1.0,,1.0,,6.0,2.0,,,,,,,1.0,,105.0,37.0,26.0,107.0,,,2.0,2.0,5.0,,5.0,5.0,,1.0,,1.0,,,2.0,2.0,2.0,,,,512.0
Jim Hogg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0
Jim Wells,,,,,1.0,,1.0,,,,,,,,,,,,1.0,,,2.0,1.0,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,2.0,,,1.0,,,2.0,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,10.0,4.0,2.0,3.0,,,,,,,,2.0,,,,,,,,,,,,,43.0
Johnson,,,1.0,,,2.0,1.0,,1.0,,3.0,1.0,,,4.0,4.0,,,4.0,,,2.0,6.0,,,1.0,2.0,,,,,,2.0,2.0,,9.0,14.0,,,27.0,13.0,,,,,5.0,,,11.0,2.0,7.0,13.0,,11.0,24.0,,,,2.0,3.0,,,,,,,,4.0,9.0,1.0,,,,,,,,,,2.0,8.0,36.0,,14.0,,4.0,2.0,,,,1.0,,,1.0,,3.0,,,1.0,3.0,,,,,3.0,1.0,2.0,2.0,,,2.0,1.0,,,,,1.0,1.0,5.0,1.0,,7.0,15.0,,,,,1.0,,,3.0,,6.0,9.0,5.0,7.0,1.0,,2.0,,,,1.0,2.0,223.0,43.0,31.0,113.0,,,1.0,2.0,12.0,,5.0,15.0,,1.0,,,,,,2.0,3.0,,,,795.0
Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,2.0,,,,,,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,2.0,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,17.0
Karnes,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,1.0,2.0,,,,,,,2.0,,,,,,,,,,,,,,21.0
Kaufman,,,1.0,,,3.0,3.0,,3.0,,3.0,1.0,2.0,,6.0,11.0,,,7.0,1.0,4.0,3.0,1.0,,,3.0,3.0,,,,,,3.0,4.0,1.0,15.0,22.0,,,25.0,12.0,,,,,3.0,,1.0,8.0,4.0,5.0,7.0,,14.0,38.0,,,,1.0,,1.0,,,1.0,,,,3.0,3.0,6.0,,,,,1.0,,,,,4.0,15.0,39.0,2.0,10.0,,6.0,,,,2.0,1.0,1.0,1.0,,,3.0,1.0,,1.0,1.0,,,1.0,2.0,,2.0,1.0,3.0,,,,,,,,,,,2.0,,,4.0,18.0,,,,,2.0,,2.0,4.0,,,89.0,1.0,4.0,,,,,,,2.0,,263.0,52.0,15.0,217.0,,,2.0,2.0,15.0,,1.0,12.0,,,3.0,1.0,,,,,7.0,,,,1047.0
