County,Alfa Romeo Tonale,Audi A3 Plug In,Audi A7 Plug In,Audi A8 Plug In,Audi Q4 Sportback e-tron,Audi Q4 e-tron,Audi Q5 Plug In,Audi Q8 Sportback e-tron,Audi Q8 e-tron,Audi RS e-tron GT,Audi e-tron,Audi e-tron GT,Audi e-tron Sportback,Azure Transit Connect,BMW 3-Series Plug in,BMW 5-Series Plug in,BMW 7-Series Plug in,BMW X3,BMW X5,BMW XM,BMW i3,BMW i3 REx,BMW i4,BMW i5,BMW i7,BMW i8,BMW iX,BYD 8TT,Bentley Bentayga Hybrid,Bentley Flying Spur Hybrid,Cadillac CT6,Cadillac ELR,Cadillac Lyriq,Chevrolet Blazer EV,Chevrolet Bolt EUV,Chevrolet Bolt EV,Chevrolet Silverado EV,Chevrolet Spark,Chevrolet Volt,Chrysler Pacifica,Coda EV,Dodge Hornet,E-Ride EXV,Ferrari SF90 Stradale,Fiat 500e,Fisker Karma,Fisker Ocean,Ford C-Max Energi,Ford E-Transit,Ford Escape Plug-in Hybrid,Ford F-150 Lightning,Ford Focus EV,Ford Fusion Energi,Ford Mustang Mach-E,Ford Ranger,Ford Think Neighbor,Freightliner eCascadia,GEM NEV,GMC Hummer EV Pickup,GMC Hummer EV SUV,Genesis G80 EV,Genesis GV60 EV,Genesis GV70 EV,Gillig Battery Electric Bus,GreenPower EV Star,Honda Accord Plug In,Honda Clarity Plug In,Hyundai Ioniq 5,Hyundai Ioniq 6,Hyundai Ioniq EV,Hyundai Ioniq Plug In,Hyundai Kona Electric,Hyundai Santa Fe Plug In,Hyundai Sonata Plug In,Hyundai Tucson Plug In,IC Bus CE Electric Bus,International MV60E,Jaguar I-PACE,Jaguar I-Pace,Jeep Grand Cherokee Plug In,Jeep Wrangler 4xe,Karma Revero,Kia EV6,Kia EV9,Kia Niro EV,Kia Niro Plug In,Kia Optima Plug In,Kia Sorento Plug In,Kia Soul EV,Kia Sportage Plug-In,Land Rover Range Rover Plug In,Lexus NX 450h+,Lexus RZ 450e,Lincoln Aviator Plug In,Lincoln Corsair,Lion LionC Bus,Lucid Air,Mazda CX-90,Mazda MX-30,Mclaren P1,Mercedes B-Class Electric,Mercedes C350e Plug In,Mercedes EQB,Mercedes EQE,Mercedes EQE SUV,Mercedes EQS,Mercedes EQS SUV,Mercedes GLC 350e Hybrid,Mercedes GLE 450e,Mercedes GLE55e,Mercedes S550e,Mercedes S560e,Miles ZX40ST,Mini Cooper SE Countryman,Mini Cooper SE Hardtop 2 Door,Mitsubishi Outlander Plug In,Mitsubishi i,New Flyer Xcelsior CHARGE,Nissan Ariya,Nissan Leaf,Orange EV T-Series N Standard Duty,Peterbilt 220EV,Peterbilt 579EV,Polestar 1,Polestar 2,Porsche 918 Spyder,Porsche Cayenne S E-Hybrid,Porsche Panamera S E-Hybrid,Porsche Panamera Turbo S E-Hybrid,Porsche Taycan,Rivian EDV,Rivian R1S,Rivian R1T,Rolls Royce Spectre,Smart EQ ForTwo,Smart forTwo EV,Smart forTwo EV Cabrio,Smith EV,Subaru Crosstrek Hybrid,Subaru Solterra,Tesla Cybertruck,Tesla Model 3,Tesla Model S,Tesla Model X,Tesla Model Y,Tesla Roadster,Tesla Semi,Toyota BZ4X,Toyota Prius Plug-in,Toyota Prius Prime,Toyota RAV4 EV,Toyota RAV4 Prime,Volkswagen ID.4,Volkswagen e-Golf,Volvo C40 Recharge,Volvo S60 Plug In,Volvo S90 Plug In,Volvo Trucks VNR Electric Truck,Volvo V60 Plug In,Volvo XC40 Recharge,Volvo XC60 Plug-In,Volvo XC90 Plug-In,Wheego Life,Workhorse E-GEN Van,Xos MDXT,Grand Total
Pecos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,12.0
Polk,,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,1.0,1.0,,,,,1.0,,,2.0,3.0,,,9.0,4.0,,,,,,1.0,,4.0,,1.0,1.0,,5.0,1.0,,,,2.0,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,1.0,7.0,,1.0,,,,,,,,,,,,1.0,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,1.0,4.0,,,,,1.0,,,,,,,,3.0,,,,,,,,,21.0,7.0,2.0,20.0,,,,,6.0,,3.0,,,,1.0,,,,,,1.0,,,,127.0
Potter,,,,,1.0,,1.0,,,,1.0,,,,,,,,5.0,,,1.0,,,,,1.0,,,,,,1.0,,4.0,3.0,,1.0,8.0,4.0,,,,,1.0,,,2.0,6.0,8.0,8.0,,16.0,5.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,7.0,,,,1.0,,,1.0,,,,,,3.0,,,,2.0,,,,,,,,1.0,,1.0,,,,,,,1.0,,,,,7.0,,,,,,,,,,1.0,,2.0,1.0,,,,,,,,,42.0,17.0,7.0,24.0,,,2.0,,7.0,,7.0,3.0,3.0,,1.0,,,,,,,1.0,,,221.0
Presidio,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,6.0
Rains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,3.0,,,,,,1.0,,,,1.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,10.0,,2.0,4.0,,,,,,,2.0,,,,,,,,,,,,,,30.0
Randall,,,,,,,,,,,6.0,,1.0,,1.0,3.0,,,7.0,,,,,,,,1.0,,,,1.0,,,,5.0,11.0,,,29.0,3.0,,,,,2.0,1.0,,3.0,,2.0,5.0,,4.0,18.0,,,,,2.0,2.0,,,,,,,4.0,1.0,,,1.0,,1.0,,,,,,,4.0,9.0,,2.0,,,,,1.0,,2.0,,1.0,,12.0,1.0,,,3.0,,,,,,,,1.0,,,,1.0,,,,,,2.0,,,2.0,6.0,,,,,,,3.0,,,2.0,,4.0,1.0,,,1.0,,,,3.0,,108.0,30.0,30.0,69.0,,,,1.0,17.0,,10.0,20.0,,,,,,,,2.0,2.0,,,,464.0
Real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,4.0
Red River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,5.0
Reeves,,,,,,,,,,,,,,,,1.0,,,,,,,,,,4.0,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,3.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,1.0,,,,23.0
Refugio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,5.0
Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Robertson,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,,3.0,,,,,,,1.0,,,,,,,,,,,,,,21.0
Rockwall,,,,,2.0,2.0,4.0,,2.0,,9.0,4.0,1.0,,3.0,17.0,,1.0,13.0,,2.0,10.0,11.0,1.0,,6.0,7.0,,,1.0,,4.0,11.0,2.0,15.0,16.0,,1.0,33.0,18.0,,,,,5.0,,,6.0,3.0,5.0,22.0,,16.0,47.0,,,,,2.0,4.0,1.0,2.0,,,,,6.0,3.0,2.0,2.0,,1.0,,,,,,,2.0,12.0,47.0,1.0,9.0,1.0,7.0,2.0,,,,1.0,2.0,,,6.0,1.0,,4.0,4.0,,,,2.0,3.0,1.0,3.0,5.0,,3.0,2.0,,,,,,2.0,1.0,,,5.0,14.0,,,,,4.0,,4.0,5.0,,15.0,,12.0,10.0,,,,,,,2.0,,337.0,113.0,53.0,288.0,,,,3.0,27.0,,7.0,12.0,2.0,2.0,1.0,,,,2.0,5.0,7.0,,,,1374.0
Runnels,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,2.0,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,14.0
Rusk,,,,,,,,,1.0,,,,1.0,,1.0,1.0,,,,,,1.0,,,,1.0,,,,,,,2.0,,3.0,1.0,,,6.0,,,,,1.0,,,,1.0,,,,,10.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,2.0,7.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,2.0,,,,,,,,,15.0,6.0,5.0,12.0,,,,2.0,3.0,,1.0,,,,1.0,,,,,1.0,2.0,,,,97.0
Sabine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,4.0
San Augustine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,6.0
San Jacinto,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,3.0,,,1.0,1.0,,,,,,,,1.0,1.0,1.0,2.0,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,14.0,4.0,,5.0,,,,,,,1.0,,,,,,,,,,1.0,,,,50.0
San Patricio,,,,,,,,,,,,,,,3.0,2.0,,,3.0,,1.0,,,,,2.0,1.0,,,,,,2.0,,3.0,1.0,,,7.0,2.0,,,,,,,,,,1.0,4.0,,3.0,6.0,,,,,,,,1.0,,,,,1.0,2.0,,,,1.0,,,,,,,,5.0,5.0,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,25.0,5.0,2.0,19.0,,,,,3.0,,2.0,,1.0,,,,,,,,,,,,120.0
San Saba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,7.0
Scurry,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,5.0,,1.0,11.0,,,,,,,,,,,,,,,,,,,,,21.0
Shackelford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,3.0
Shelby,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,2.0,,,,,,,,1.0,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,4.0,,,3.0,,,,,1.0,,,,,,,,,,,,,,,,20.0
Sherman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
Smith,,1.0,,,,,1.0,,1.0,,2.0,,1.0,,5.0,6.0,1.0,1.0,14.0,,1.0,6.0,2.0,,,3.0,7.0,,,,,2.0,5.0,,4.0,13.0,,1.0,41.0,14.0,,,,,3.0,,,4.0,,4.0,8.0,1.0,13.0,9.0,,,,5.0,5.0,,,,,,,,7.0,2.0,2.0,,,1.0,,1.0,,,,,,9.0,30.0,,3.0,,2.0,5.0,,2.0,1.0,1.0,3.0,,,5.0,2.0,,,,,,,,1.0,,5.0,6.0,,,1.0,,1.0,,,1.0,,3.0,,,1.0,16.0,,,,,,,4.0,2.0,,4.0,,7.0,2.0,,,1.0,,,1.0,,,178.0,67.0,34.0,127.0,,,1.0,2.0,12.0,,4.0,9.0,1.0,,3.0,,,,,3.0,4.0,,,,761.0
Somervell,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,2.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,,22.0
Starr,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,5.0,1.0,,,,,,,,,,,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,2.0,1.0,4.0,,,,,2.0,,,,,,,,,,,,,,,,50.0
Stephens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,3.0
Sterling,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Stonewall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2.0
Sutton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
Swisher,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
Tarrant,6.0,17.0,1.0,2.0,8.0,33.0,38.0,,25.0,,89.0,29.0,32.0,,106.0,139.0,12.0,28.0,210.0,4.0,64.0,83.0,166.0,13.0,8.0,52.0,103.0,,,1.0,11.0,17.0,85.0,2.0,402.0,350.0,,16.0,458.0,195.0,,1.0,,1.0,49.0,6.0,3.0,94.0,56.0,46.0,198.0,6.0,222.0,378.0,,,1.0,10.0,11.0,11.0,43.0,5.0,2.0,,,1.0,95.0,116.0,35.0,7.0,11.0,17.0,2.0,5.0,2.0,,1.0,,22.0,90.0,356.0,5.0,119.0,5.0,61.0,46.0,5.0,24.0,16.0,21.0,12.0,14.0,19.0,39.0,17.0,,42.0,24.0,,,5.0,14.0,56.0,30.0,31.0,115.0,,17.0,17.0,2.0,7.0,2.0,,10.0,37.0,50.0,4.0,10.0,38.0,367.0,,,,1.0,59.0,2.0,54.0,37.0,,201.0,326.0,135.0,99.0,2.0,,23.0,,,6.0,14.0,1.0,4264.0,1276.0,787.0,3642.0,1.0,2.0,10.0,35.0,174.0,,71.0,221.0,19.0,131.0,24.0,10.0,,,36.0,58.0,107.0,,,,17817.0
Taylor,,,,,,,1.0,,,,,,1.0,,1.0,,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,1.0,,11.0,11.0,,,18.0,14.0,,,,,,,,10.0,,9.0,2.0,1.0,12.0,15.0,,,,,2.0,,,,,,,,,1.0,1.0,,2.0,1.0,,,,,,,,6.0,14.0,,8.0,,2.0,,1.0,2.0,,1.0,,,1.0,2.0,1.0,,,,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,19.0,,,1.0,13.0,,,,,1.0,,1.0,,,1.0,,3.0,2.0,,,2.0,,,1.0,,,92.0,27.0,11.0,37.0,,,,2.0,8.0,,8.0,8.0,,,2.0,,,,,4.0,6.0,,,,410.0
Terry,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,5.0,,,,,,,,,,,,,,,,,,,,,13.0
Throckmorton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0
Titus,,,,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,2.0,2.0,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,1.0,3.0,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,13.0,5.0,1.0,4.0,,,,,2.0,,,1.0,,,,,,,,1.0,1.0,,,,51.0
Tom Green,,,,,,,,,,,1.0,,1.0,,,2.0,1.0,,4.0,,2.0,1.0,,,,1.0,,,,,,,7.0,,7.0,7.0,,,10.0,7.0,,,,,3.0,,,2.0,,1.0,4.0,1.0,5.0,11.0,,,,,1.0,1.0,,,,,,,5.0,,,,1.0,1.0,,,,,,,,7.0,17.0,,7.0,,3.0,2.0,,3.0,,2.0,,,,2.0,1.0,,1.0,3.0,,,,,,,,1.0,,,,,,,,,,,,,2.0,12.0,,,,,,,4.0,,,,,2.0,2.0,,,1.0,,,,,,59.0,11.0,6.0,20.0,,,,,7.0,,6.0,2.0,1.0,,1.0,,,,,1.0,6.0,,,,279.0
Travis,9.0,70.0,2.0,1.0,9.0,106.0,131.0,1.0,64.0,,191.0,59.0,48.0,,192.0,185.0,13.0,81.0,482.0,4.0,173.0,185.0,249.0,6.0,8.0,42.0,126.0,,1.0,1.0,,10.0,79.0,1.0,365.0,962.0,1.0,21.0,770.0,388.0,,,,,111.0,7.0,4.0,158.0,58.0,133.0,308.0,39.0,235.0,887.0,,,,22.0,10.0,5.0,22.0,9.0,6.0,,,,150.0,566.0,71.0,11.0,22.0,50.0,3.0,5.0,9.0,,,,45.0,207.0,512.0,1.0,126.0,10.0,128.0,153.0,3.0,25.0,22.0,26.0,18.0,34.0,34.0,37.0,10.0,,65.0,42.0,1.0,1.0,8.0,4.0,42.0,20.0,24.0,107.0,,16.0,17.0,4.0,3.0,,,66.0,113.0,100.0,17.0,20.0,72.0,941.0,,,,1.0,186.0,,118.0,51.0,,281.0,,421.0,301.0,,,17.0,,,24.0,23.0,22.0,7860.0,2120.0,1325.0,6817.0,13.0,,21.0,70.0,382.0,4.0,239.0,457.0,60.0,43.0,30.0,6.0,,12.0,120.0,198.0,351.0,,,,32584.0
Trinity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,2.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,2.0,,1.0,3.0,,,,,,,,,,,,,21.0
Tyler,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,15.0
Upshur,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,1.0,,3.0,1.0,,,4.0,2.0,,,,,,,,2.0,,1.0,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,,,,2.0,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,1.0,1.0,,,3.0,,,,,,,,,,,,,1.0,,,,,,,,,16.0,3.0,1.0,8.0,,,,1.0,2.0,,,,,,,,,,,,,,,,70.0
Upton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
Uvalde,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,2.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,8.0,4.0,1.0,1.0,,,,,2.0,,,,,,,,,,,,,,,,28.0
Val Verde,,1.0,,,,,1.0,,,,,,,,3.0,,1.0,1.0,2.0,,1.0,2.0,1.0,,,1.0,,,,,,,,,,1.0,,,3.0,2.0,,,,,,,,2.0,3.0,,,,3.0,2.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,9.0,5.0,,,,,,,,,,,,,3.0,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,2.0,,,,3.0,,,,,,,1.0,,,1.0,,,1.0,,,,,,,1.0,,22.0,6.0,,9.0,2.0,,,,7.0,,1.0,,,,1.0,,,,,1.0,,,,,110.0
Van Zandt,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,3.0,1.0,,,,,,,,,,,,5.0,6.0,,,8.0,5.0,,,,,1.0,,1.0,5.0,,3.0,5.0,,4.0,4.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,2.0,9.0,,1.0,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,1.0,4.0,,,,,,,,,,,,2.0,2.0,,,2.0,,,,,,32.0,3.0,1.0,21.0,,,,,3.0,,,,,,,,,,,,,,,,144.0
Victoria,,1.0,,,1.0,,2.0,,1.0,,,,,,1.0,1.0,,,2.0,,,1.0,,,,1.0,1.0,,,,,,1.0,,,4.0,,,6.0,,,,,,1.0,,,1.0,,,3.0,,2.0,6.0,,,,1.0,,1.0,,1.0,,,,,1.0,1.0,,,1.0,2.0,,,,,,,,2.0,6.0,,3.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,2.0,,,,3.0,,,,,,,,,,3.0,,1.0,,,,1.0,,,,,,40.0,14.0,5.0,34.0,,,2.0,1.0,5.0,,3.0,1.0,1.0,,,,,,,,2.0,,,,176.0
Walker,,2.0,,,,,,,,,,,,,3.0,1.0,,,,,,,2.0,,,,,,,,,,,,3.0,1.0,,,3.0,4.0,,,,,1.0,,,1.0,,,4.0,,1.0,4.0,,,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,7.0,5.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,1.0,6.0,,,,,,,,1.0,,,,2.0,,,,,,,,,,24.0,5.0,4.0,15.0,,,,1.0,2.0,,1.0,5.0,,,1.0,,,,1.0,,1.0,,,,119.0
