County,Alfa Romeo Tonale,Audi A3 Plug In,Audi A7 Plug In,Audi A8 Plug In,Audi Q4 Sportback e-tron,Audi Q4 e-tron,Audi Q5 Plug In,Audi Q8 Sportback e-tron,Audi Q8 e-tron,Audi RS e-tron GT,Audi e-tron,Audi e-tron GT,Audi e-tron Sportback,BMW 3-Series Plug in,BMW 5-Series Plug in,BMW 7-Series Plug in,BMW X3,BMW X5,BMW XM,BMW i3,BMW i3 REx,BMW i4,BMW i5,BMW i7,BMW i8,BMW iX,BYD 8TT,Bentley Bentayga Hybrid,Bentley Flying Spur Hybrid,BrightDrop EV600,Cadillac CT6,Cadillac ELR,Cadillac Lyriq,Chevrolet Blazer EV,Chevrolet Bolt EUV,Chevrolet Bolt EV,Chevrolet Silverado EV,Chevrolet Spark,Chevrolet Volt,Chrysler Pacifica,Coda EV,Dodge Hornet,E-Ride EXV,Ferrari SF90 Stradale,Fiat 500e,Fisker Karma,Fisker Ocean,Ford C-Max Energi,Ford E-Transit,Ford Escape Plug-in Hybrid,Ford F-150 Lightning,Ford Focus EV,Ford Fusion Energi,Ford Mustang Mach-E,Ford Ranger,Ford Think Neighbor,Freightliner eCascadia,GEM NEV,GMC Hummer EV Pickup,GMC Hummer EV SUV,Genesis G80 EV,Genesis GV60 EV,Genesis GV70 EV,Gillig Battery Electric Bus,GreenPower EV Star,Honda Accord Plug In,Honda Clarity Plug In,Hyundai Ioniq 5,Hyundai Ioniq 6,Hyundai Ioniq EV,Hyundai Ioniq Plug In,Hyundai Kona Electric,Hyundai Santa Fe Plug In,Hyundai Sonata Plug In,Hyundai Tucson Plug In,IC Bus CE Electric Bus,International MV60E,Jaguar I-PACE,Jaguar I-Pace,Jeep Grand Cherokee Plug In,Jeep Wrangler 4xe,Karma Revero,Kia EV6,Kia EV9,Kia Niro EV,Kia Niro Plug In,Kia Optima Plug In,Kia Sorento Plug In,Kia Soul EV,Kia Sportage Plug-In,Land Rover Range Rover Plug In,Lexus NX 450h+,Lexus RZ 450e,Lexus TX 500h,Lincoln Aviator Plug In,Lincoln Corsair,Lion LionC Bus,Lucid Air,Mazda CX-90,Mazda MX-30,Mclaren P1,Mercedes B-Class Electric,Mercedes C350e Plug In,Mercedes EQB,Mercedes EQE,Mercedes EQE SUV,Mercedes EQS,Mercedes EQS SUV,Mercedes GLC 350e Hybrid,Mercedes GLE 450e,Mercedes GLE55e,Mercedes S550e,Mercedes S560e,Mercedes S580e,Miles ZX40ST,Mini Cooper SE Countryman,Mini Cooper SE Hardtop 2 Door,Mitsubishi Outlander Plug In,Mitsubishi i,New Flyer Xcelsior CHARGE,Nissan Ariya,Nissan Leaf,Peterbilt 220EV,Peterbilt 579EV,Polestar 1,Polestar 2,Porsche 918 Spyder,Porsche Cayenne S E-Hybrid,Porsche Panamera S E-Hybrid,Porsche Panamera Turbo S E-Hybrid,Porsche Taycan,Rivian EDV,Rivian R1S,Rivian R1T,Rolls Royce Spectre,Smart EQ ForTwo,Smart forTwo EV,Smart forTwo EV Cabrio,Smith EV,Subaru Crosstrek Hybrid,Subaru Solterra,Tesla Cybertruck,Tesla Model 3,Tesla Model S,Tesla Model X,Tesla Model Y,Tesla Roadster,Tesla Semi,Toyota BZ4X,Toyota Prius Plug-in,Toyota Prius Prime,Toyota RAV4 EV,Toyota RAV4 Prime,VinFast VF 8,Volkswagen ID.4,Volkswagen e-Golf,Volvo C40 Recharge,Volvo S60 Plug In,Volvo S90 Plug In,Volvo Trucks VNR Electric Truck,Volvo V60 Plug In,Volvo XC40 Recharge,Volvo XC60 Plug-In,Volvo XC90 Plug-In,Wheego Life,Xos MDXT,Xos SV,Grand Total
Gains,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,1.0,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,4.0,4.0,,5.0,,,,,,,1.0,,,,,,,,,,,1.0,,,,33.0
Galveston,2.0,,,,1.0,5.0,9.0,,8.0,,15.0,4.0,2.0,16.0,13.0,,1.0,27.0,,10.0,8.0,25.0,4.0,2.0,5.0,11.0,,,,,2.0,2.0,47.0,4.0,20.0,47.0,2.0,1.0,52.0,26.0,,1.0,,1.0,4.0,,1.0,17.0,12.0,7.0,51.0,,23.0,74.0,,4.0,,2.0,4.0,11.0,,3.0,,,,,12.0,27.0,9.0,3.0,1.0,6.0,,1.0,,,,,4.0,19.0,92.0,,20.0,15.0,20.0,10.0,1.0,2.0,2.0,6.0,1.0,4.0,3.0,,9.0,9.0,,14.0,8.0,,,1.0,2.0,6.0,1.0,11.0,20.0,,,6.0,,4.0,,,,2.0,5.0,8.0,,,4.0,29.0,,,,8.0,,6.0,5.0,,21.0,273.0,19.0,21.0,,,2.0,1.0,,,6.0,34.0,519.0,172.0,87.0,597.0,,,8.0,7.0,31.0,,25.0,,46.0,2.0,4.0,3.0,3.0,,,9.0,7.0,8.0,,,,2907.0
Garza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
Gillespie,,,,,,,1.0,,,,1.0,1.0,,,,,,2.0,,2.0,,,,,2.0,,,,,,,,,1.0,2.0,3.0,,,4.0,3.0,,,,,,,,1.0,,3.0,7.0,,2.0,4.0,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,1.0,1.0,1.0,3.0,,1.0,,,,,1.0,,,2.0,,,,3.0,1.0,,,1.0,,,,,,,,2.0,,,,,,,,,,3.0,,,,,1.0,,,,1.0,,,1.0,,1.0,,3.0,5.0,,,,,,,,2.0,34.0,10.0,13.0,30.0,,,1.0,,2.0,,3.0,,2.0,,1.0,,,,,,2.0,1.0,,,,175.0
Goliad,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,5.0
Gonzales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,3.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,2.0,5.0,,,7.0,,,,,2.0,,,,,,,,,,,,,,,,,31.0
Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,1.0,,1.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,6.0,2.0,1.0,3.0,,,,,,,2.0,,,,,,,,,,,,,,,30.0
Grayson,,,,,1.0,1.0,3.0,,1.0,,3.0,,,1.0,6.0,,,2.0,,2.0,5.0,4.0,2.0,,,,,,,,,,8.0,3.0,16.0,21.0,,1.0,23.0,21.0,,,,,2.0,1.0,,10.0,,1.0,9.0,1.0,20.0,25.0,,,,,3.0,2.0,,1.0,,,,,5.0,4.0,1.0,1.0,2.0,,1.0,,2.0,,,,1.0,9.0,27.0,,10.0,3.0,6.0,3.0,,2.0,,,,,,,4.0,1.0,,2.0,,,,,1.0,1.0,,,2.0,,,,,,,,,1.0,,3.0,,,6.0,17.0,,,,2.0,,1.0,1.0,,1.0,,5.0,2.0,,,,,,,2.0,10.0,143.0,38.0,10.0,123.0,,,,2.0,10.0,,4.0,,5.0,,,,1.0,,,,1.0,3.0,,,,678.0
Gregg,,,,,,,,,,,1.0,,,2.0,4.0,,,6.0,,,1.0,1.0,,1.0,1.0,3.0,,,,,1.0,,5.0,3.0,5.0,6.0,,,12.0,8.0,,2.0,,,1.0,,,2.0,,1.0,9.0,,8.0,21.0,,,,,3.0,3.0,,,,,,,3.0,,1.0,,,,,,,,,,,11.0,18.0,,4.0,,5.0,1.0,,2.0,,,,,,,2.0,,,1.0,3.0,,,,,,,2.0,,,,,,,,,,,,12.0,,,,6.0,,,,,,2.0,1.0,,3.0,,,2.0,,,2.0,,,1.0,,6.0,77.0,27.0,11.0,65.0,,,2.0,,8.0,,6.0,,4.0,,,1.0,,,,,2.0,6.0,,,,407.0
Grimes,,,,,,,,,,,,,1.0,1.0,,,,2.0,,3.0,,,,,,,,,,,,,1.0,,1.0,4.0,,,2.0,1.0,,,,,,,,,,,2.0,,1.0,3.0,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,1.0,10.0,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,3.0,,,,,,,,,1.0,,,1.0,,,,,,,,1.0,16.0,3.0,5.0,20.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,93.0
Guadalupe,1.0,1.0,,,,6.0,7.0,,4.0,,7.0,4.0,3.0,10.0,6.0,2.0,1.0,10.0,,3.0,3.0,6.0,1.0,,1.0,2.0,,,,,,,19.0,4.0,14.0,18.0,,,27.0,20.0,,,,,2.0,,1.0,3.0,,7.0,24.0,1.0,14.0,43.0,,,,,2.0,,,,1.0,,,,3.0,12.0,2.0,,1.0,2.0,1.0,,,,,,,9.0,34.0,,3.0,1.0,2.0,1.0,2.0,2.0,2.0,,,,,,6.0,1.0,,3.0,1.0,,,1.0,,1.0,4.0,3.0,4.0,,1.0,2.0,,,,,,1.0,1.0,7.0,1.0,,3.0,18.0,,,,4.0,,3.0,,,1.0,,6.0,5.0,,,2.0,,,1.0,3.0,14.0,269.0,65.0,31.0,261.0,,,1.0,4.0,14.0,,10.0,,14.0,2.0,2.0,,1.0,,1.0,2.0,3.0,8.0,,,,1140.0
Hale,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,5.0,2.0,,,,,,,,,,1.0,10.0,,2.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,4.0,,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,3.0,1.0,3.0,3.0,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,47.0
Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2.0,1.0,5.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,20.0
Hansford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,3.0
Hardeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0
Hardin,,,,,,,,,,,,,,4.0,3.0,,,1.0,,,,1.0,,,1.0,,,,,,,,3.0,1.0,,1.0,,,3.0,2.0,,,,,,,,,,1.0,3.0,,3.0,3.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,3.0,7.0,,4.0,1.0,2.0,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,2.0,1.0,,,,,,,,,,,2.0,1.0,,,,,,,,,26.0,4.0,4.0,18.0,,,,,5.0,,3.0,,,,,,,,,,1.0,1.0,,,,120.0
Harris,44.0,39.0,7.0,4.0,44.0,138.0,157.0,3.0,199.0,10.0,310.0,112.0,91.0,220.0,235.0,27.0,46.0,369.0,25.0,163.0,160.0,411.0,81.0,54.0,90.0,251.0,,5.0,3.0,,11.0,36.0,465.0,65.0,552.0,687.0,31.0,21.0,508.0,443.0,1.0,3.0,,5.0,39.0,7.0,41.0,136.0,131.0,122.0,530.0,8.0,282.0,896.0,,2.0,,12.0,53.0,73.0,41.0,33.0,32.0,,,4.0,148.0,474.0,195.0,14.0,17.0,174.0,4.0,9.0,4.0,10.0,1.0,2.0,51.0,376.0,1007.0,8.0,308.0,116.0,155.0,88.0,8.0,45.0,17.0,48.0,38.0,49.0,65.0,1.0,88.0,32.0,,128.0,103.0,1.0,1.0,5.0,5.0,206.0,82.0,209.0,371.0,21.0,27.0,89.0,12.0,13.0,,8.0,1.0,20.0,79.0,79.0,8.0,,186.0,586.0,,,2.0,156.0,4.0,220.0,94.0,1.0,495.0,1017.0,547.0,264.0,14.0,,15.0,1.0,,10.0,77.0,331.0,9755.0,2535.0,1765.0,9972.0,8.0,,122.0,61.0,338.0,3.0,244.0,,671.0,27.0,59.0,45.0,11.0,,8.0,119.0,220.0,386.0,,,,43957.0
Harrison,,,,,,1.0,,,,,,,,,1.0,,,3.0,,2.0,2.0,,,,,1.0,,,,,,,,2.0,,2.0,,,3.0,6.0,,,,,1.0,,,,,,3.0,,4.0,4.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,4.0,10.0,,,,,1.0,,,,,,,,,3.0,1.0,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,5.0,,,,,,1.0,,,,,,1.0,,,,,,,,,24.0,15.0,8.0,24.0,1.0,,1.0,1.0,6.0,,3.0,,1.0,,,,,,,,1.0,2.0,,,,153.0
Hartley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0
Haskell,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,6.0
Hays,3.0,9.0,,,3.0,11.0,19.0,,8.0,,23.0,5.0,9.0,16.0,25.0,,7.0,47.0,2.0,10.0,17.0,48.0,5.0,1.0,6.0,12.0,,,1.0,,1.0,1.0,18.0,6.0,46.0,67.0,,4.0,90.0,53.0,,1.0,,1.0,3.0,,4.0,19.0,2.0,15.0,54.0,,35.0,99.0,,,,1.0,2.0,3.0,,2.0,2.0,,,,26.0,53.0,14.0,,4.0,11.0,1.0,2.0,,,,,2.0,13.0,75.0,,23.0,8.0,15.0,21.0,2.0,6.0,5.0,5.0,,5.0,1.0,,11.0,6.0,,3.0,14.0,,,,1.0,9.0,4.0,2.0,7.0,,1.0,2.0,1.0,1.0,,,,4.0,6.0,7.0,1.0,,13.0,70.0,,,,20.0,,8.0,3.0,,21.0,59.0,59.0,56.0,,,1.0,,,2.0,10.0,50.0,847.0,189.0,120.0,897.0,1.0,,10.0,13.0,52.0,1.0,38.0,,60.0,6.0,4.0,3.0,1.0,1.0,2.0,8.0,19.0,44.0,,,,3876.0
Hemphill,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,6.0
Henderson,1.0,1.0,,,,,1.0,,1.0,,1.0,,,2.0,1.0,,,1.0,,1.0,,1.0,,1.0,,1.0,,,,,,,2.0,2.0,3.0,6.0,,,10.0,3.0,,,,,,,,6.0,,1.0,4.0,,7.0,7.0,,,,,,1.0,,,,,,,4.0,,2.0,,,,,1.0,,,,,,2.0,12.0,,3.0,,2.0,,,,,1.0,,,,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,,,,1.0,,1.0,,,1.0,,2.0,1.0,,,,,,,,2.0,36.0,22.0,4.0,18.0,,,,1.0,7.0,1.0,5.0,,3.0,,,,1.0,,,,1.0,2.0,,,,210.0
Hidalgo,3.0,1.0,,,3.0,10.0,10.0,,10.0,1.0,12.0,4.0,,28.0,16.0,5.0,1.0,23.0,4.0,9.0,11.0,37.0,6.0,1.0,10.0,20.0,,,,,2.0,3.0,63.0,24.0,20.0,26.0,,2.0,43.0,38.0,,6.0,,1.0,4.0,1.0,2.0,11.0,5.0,16.0,111.0,2.0,14.0,125.0,1.0,,,2.0,12.0,37.0,,,1.0,,,,8.0,38.0,32.0,,,5.0,,,,,,1.0,2.0,114.0,249.0,,25.0,3.0,4.0,8.0,,1.0,1.0,6.0,4.0,5.0,13.0,1.0,7.0,3.0,,8.0,10.0,,,3.0,,4.0,5.0,7.0,17.0,,1.0,7.0,,,,,,2.0,2.0,8.0,,,21.0,23.0,,,,7.0,,12.0,7.0,,16.0,,10.0,9.0,1.0,,3.0,,,,2.0,40.0,674.0,118.0,109.0,615.0,,,12.0,7.0,28.0,,19.0,,34.0,,5.0,3.0,,,,2.0,21.0,33.0,,,,3232.0
Hill,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,1.0,1.0,,,,,,,1.0,,2.0,3.0,,,5.0,2.0,,1.0,,,,1.0,,2.0,1.0,,,,3.0,5.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,2.0,6.0,,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,2.0,3.0,,,,,,,,,,,,,,,,,,1.0,,1.0,17.0,4.0,3.0,17.0,,,,,6.0,,3.0,,,,,,,,,,,1.0,,,,104.0
Hockley,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,1.0,1.0,2.0,,,3.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,2.0,1.0,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,26.0
Hood,,1.0,,,,1.0,4.0,,1.0,,2.0,,2.0,2.0,3.0,,,7.0,1.0,1.0,3.0,2.0,1.0,,,,,,,,,,4.0,1.0,3.0,13.0,,,6.0,5.0,,,,,3.0,,1.0,4.0,,4.0,8.0,,8.0,8.0,,,,,,2.0,,,,,,,,9.0,2.0,,,1.0,1.0,1.0,,,,,,2.0,22.0,,9.0,1.0,1.0,2.0,,2.0,,2.0,,1.0,1.0,,5.0,1.0,,,2.0,,,,,,,,2.0,,,1.0,,,,,,1.0,,,,,4.0,11.0,,,,1.0,,,,,1.0,,7.0,2.0,,,1.0,,,,1.0,7.0,82.0,23.0,8.0,63.0,,,1.0,,7.0,,3.0,,4.0,,,,1.0,,,3.0,3.0,6.0,1.0,,,410.0
Hopkins,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,3.0,,4.0,,,3.0,3.0,,,,,,,,,,1.0,1.0,,3.0,2.0,,,,,,1.0,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,,,,,2.0,,,,,,,,,,29.0,5.0,3.0,12.0,,,1.0,1.0,2.0,,,,1.0,1.0,,,,,,,,1.0,,,,93.0
Houston,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,2.0,1.0,,2.0,1.0,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,3.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,20.0
Howard,,,,,,,,,,,,,,2.0,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,1.0,,,,,1.0,4.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,3.0,4.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,6.0,1.0,,10.0,,,1.0,2.0,5.0,,1.0,,,,,1.0,,,,,,1.0,,,,57.0
Hudspeth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
Hunt,,,,,,,1.0,,,,,,,3.0,,,,1.0,,,3.0,,,,,,,,,,,,4.0,5.0,6.0,20.0,,1.0,17.0,8.0,,,,,1.0,,,3.0,1.0,3.0,4.0,,9.0,18.0,,,,,2.0,,,,,,,,2.0,4.0,1.0,,,,,,,,,,,2.0,16.0,,3.0,,4.0,2.0,,,,,,,,,2.0,,,,,,,,,1.0,,2.0,1.0,,,,,,,,,,,1.0,,,1.0,6.0,,,,2.0,,1.0,1.0,,1.0,,,,,,,,,,2.0,2.0,106.0,15.0,7.0,67.0,,,1.0,,11.0,,1.0,,7.0,1.0,,,,,,,1.0,,,,,384.0
Hutchinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,1.0,,,,,1.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,,2.0,,,,,3.0,,1.0,,,,,,,,,,,,,,,24.0
Irion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0
Jack,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,12.0
Jackson,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,,3.0,,,,,,,,,,,,1.0,,,,,,,,,,14.0
Jasper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,5.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,,2.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,9.0,,2.0,6.0,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,38.0
Jeff Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,3.0,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,13.0
Jefferson,,1.0,,,,1.0,2.0,,,,1.0,,,2.0,4.0,,,9.0,,2.0,4.0,1.0,,1.0,2.0,1.0,,,,,,2.0,9.0,1.0,23.0,9.0,,,14.0,12.0,,,,,1.0,,,2.0,2.0,3.0,9.0,,7.0,7.0,,,,1.0,3.0,2.0,,,1.0,,,,2.0,4.0,2.0,,,1.0,,,,,,,1.0,7.0,14.0,,10.0,1.0,3.0,,1.0,,,2.0,1.0,1.0,,,6.0,2.0,,1.0,,,,,,1.0,2.0,4.0,8.0,,2.0,,,,,,,,,1.0,,,2.0,8.0,,,,,,1.0,1.0,,,,6.0,2.0,,,,,,,2.0,8.0,122.0,37.0,27.0,123.0,,,3.0,1.0,5.0,,6.0,1.0,6.0,,1.0,,1.0,,,2.0,2.0,3.0,,,,586.0
Jim Hogg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,4.0
Jim Wells,1.0,,,,,1.0,1.0,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,2.0,3.0,,,,,1.0,1.0,,,,,,,,1.0,,,1.0,,,3.0,,,,,2.0,2.0,,,,,,,1.0,,,,,,,,,,,,,1.0,2.0,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,10.0,4.0,2.0,6.0,,,1.0,,,,,,4.0,,,,,,,,,,,,,61.0
Johnson,,1.0,1.0,,,1.0,2.0,,1.0,,3.0,,,5.0,4.0,,1.0,2.0,,,1.0,9.0,1.0,,2.0,2.0,,,,,,2.0,8.0,5.0,6.0,12.0,1.0,,27.0,19.0,,,,,4.0,,1.0,10.0,2.0,7.0,22.0,,13.0,51.0,,,,1.0,2.0,2.0,,,,,,,5.0,12.0,7.0,,,,,,,,,,2.0,5.0,32.0,,9.0,3.0,4.0,5.0,,,1.0,1.0,,,1.0,,4.0,,,1.0,5.0,,,1.0,1.0,5.0,1.0,2.0,1.0,,,2.0,1.0,,,,,1.0,1.0,5.0,1.0,,8.0,18.0,,,,1.0,,1.0,3.0,,7.0,24.0,7.0,7.0,1.0,,1.0,,,,2.0,12.0,266.0,52.0,40.0,172.0,,,2.0,1.0,14.0,,4.0,,18.0,1.0,1.0,,1.0,,,1.0,3.0,3.0,,,,1021.0
